,freq,fake,reliable,idf_weight,fakeness_score 
strateg,"(111, 171)","(0.7774144954066539, 174.80477368692908)","(0.664328231292517, 99.26704529977391)",3.7978018613381233,-0.36312196341823066
forget,"(144, 171)","(1.012105663831304, 172.6986920762432)","(0.7971938775510203, 138.97386341968348)",3.5397700315260954,-0.12074319317246274
doctor,"(82, 171)","(0.5133869309289223, 154.7969983854131)","(1.5943877551020407, 476.48181743891473)",4.097148489554835,0.7775141467253179
track,"(131, 171)","(0.9460987727118711, 177.96389610295793)","(0.2657312925170068, 39.70681811990956)",3.633633979887958,-0.9403394985303165
crypto,"(70, 170)","(0.506052831915652, 177.96389610295793)","(0.1328656462585034, 19.85340905995478)",4.253105854607043,-0.9993046509841413
moreth,"(170, 170)","(1.2467968322559542, 179.01693690830086)","(0.0, 0.0)",3.37494501051809,-1.0
ecb,"(40, 170)","(0.29336396053081276, 179.01693690830086)","(0.0, 0.0)",4.801185069914048,-1.0
obviou,"(145, 170)","(1.034107960871115, 174.80477368692908)","(0.5314625850340136, 79.41363623981913)",3.5329018726595836,-0.5374740371035948
star,"(76, 170)","(0.48405053487584104, 164.27436563349963)","(1.328656462585034, 277.94772683936696)",4.172089910846954,0.3328111989057687
immedi,"(147, 170)","(1.0194397628445744, 170.5926104655573)","(1.0629251700680271, 158.82727247963825)",3.519305470142484,-0.037021226765630244
human,"(110, 170)","(0.7700803963933835, 170.5926104655573)","(0.664328231292517, 158.82727247963825)",3.8067624947706533,-0.037021226765630244
ensur,"(132, 170)","(0.9167623766587899, 170.5926104655573)","(0.9300595238095237, 158.82727247963825)",3.6260924660151717,-0.037021226765630244
fallen,"(92, 170)","(0.6307325151412474, 170.5926104655573)","(0.7971938775510203, 158.82727247963825)",3.983519007133216,-0.037021226765630244
fire,"(119, 170)","(0.8360872875128164, 170.5926104655573)","(0.664328231292517, 158.82727247963825)",3.7288684623302997,-0.037021226765630244
healthi,"(113, 170)","(0.7480780993535725, 165.32740643884256)","(1.4615221088435373, 258.09431777941217)",3.7801179345482074,0.2734188086730156
island,"(76, 169)","(0.550057425995274, 176.91085529761497)","(0.1328656462585034, 19.85340905995478)",4.172089910846954,-0.9992667873511624
d,"(51, 169)","(0.3520367526369753, 171.64565127090026)","(0.39859693877551017, 119.12045435972868)",4.564028242656916,-0.21696687727213826
revolut,"(116, 169)","(0.8434213865260867, 176.91085529761497)","(0.1328656462585034, 19.85340905995478)",3.754164920812566,-0.9992667873511624
fiscal,"(80, 169)","(0.5793938220483552, 176.91085529761497)","(0.1328656462585034, 19.85340905995478)",4.12151023029487,-0.9992667873511624
60,"(127, 168)","(0.8580895845526273, 165.32740643884256)","(1.328656462585034, 218.3874996595026)",3.664381982513549,0.15910639112505698
peoplesourc,"(168, 168)","(1.2321286342294135, 176.91085529761497)","(0.0, 0.0)",3.386702935511703,-1.0
|,"(100, 168)","(0.4620482378360301, 135.8422638892401)","(4.916028911564625, 774.2829533382364)",3.9010830653898116,0.9819710418932237
hill,"(100, 167)","(0.7114076042872209, 171.64565127090026)","(0.39859693877551017, 79.41363623981913)",3.9010830653898116,-0.5231786727920733
korea,"(75, 167)","(0.5353892279687333, 173.75173288158615)","(0.2657312925170068, 39.70681811990956)",4.185144926548597,-0.9338834579294066
winter,"(80, 166)","(0.5647256240218146, 165.32740643884256)","(0.39859693877551017, 178.68068153959302)",4.12151023029487,0.04036239622729054
kept,"(140, 166)","(0.9681010697516821, 166.38044724418552)","(1.0629251700680271, 158.82727247963825)",3.5677243325574692,-0.02377347249437156
jim,"(117, 166)","(0.7994167924464648, 157.95612080144195)","(1.0629251700680271, 317.6545449592765)",3.745661468212921,0.4664434642811688
equip,"(102, 165)","(0.7407440003403022, 172.6986920762432)","(0.1328656462585034, 19.85340905995478)",3.881493800393323,-0.9990935713251318
vast,"(140, 165)","(0.9974374658047633, 168.4865288548714)","(0.5314625850340136, 99.26704529977391)",3.5677243325574692,-0.3351803129393043
clean,"(103, 165)","(0.7114076042872209, 164.27436563349963)","(0.7971938775510203, 178.68068153959302)",3.8718412157953144,0.04382025780314458
suggest,"(150, 165)","(1.0487761588976556, 165.32740643884256)","(0.9300595238095237, 158.82727247963825)",3.4992513221375434,-0.02046004675968649
wwwlisahavennewsnetcheck,"(164, 164)","(1.2027922381763323, 172.6986920762432)","(0.0, 0.0)",3.4106418404901553,-1.0
andor,"(106, 164)","(0.7774144954066539, 172.6986920762432)","(0.0, 0.0)",3.8434302139625345,-1.0
shift,"(124, 164)","(0.8874259806057087, 169.53956966021437)","(0.39859693877551017, 59.56022717986434)",3.688079773943372,-0.7274367443417432
couldnt,"(144, 164)","(0.9754351687649524, 161.11524321747078)","(1.4615221088435373, 218.3874996595026)",3.5397700315260954,0.17588868375106848
suprem,"(108, 164)","(0.6380666141545177, 122.15273341978177)","(2.790178571428571, 952.9636348778295)",3.824928298577212,0.9977780610247156
vice,"(104, 164)","(0.7114076042872209, 164.27436563349963)","(0.9300595238095237, 158.82727247963825)",3.862280913533332,-0.017146171522769982
troubl,"(128, 164)","(0.894760079618979, 166.38044724418552)","(0.7971938775510203, 119.12045435972868)",3.6566058935636407,-0.19580889794787937
caught,"(138, 163)","(0.9754351687649524, 165.32740643884256)","(0.664328231292517, 119.12045435972868)",3.5820000924868403,-0.19155464687927903
affair,"(118, 163)","(0.8067508914597351, 157.95612080144195)","(1.0629251700680271, 258.09431777941217)",3.737229715054983,0.306774633796729
creation,"(127, 163)","(0.9020941786322493, 167.43348804952845)","(0.5314625850340136, 79.41363623981913)",3.664381982513549,-0.5036509593240621
fox,"(110, 162)","(0.7774144954066539, 166.38044724418552)","(0.5314625850340136, 79.41363623981913)",3.8067624947706533,-0.49868617247745395
forg,"(152, 162)","(1.1147830500170886, 170.5926104655573)","(0.0, 0.0)",3.4861018887525996,-1.0
plastic,"(56, 162)","(0.40337544572986755, 169.53956966021437)","(0.1328656462585034, 19.85340905995478)",4.472389074754273,-0.998937312247715
present,"(127, 162)","(0.8800918815924383, 163.22132482815667)","(0.9300595238095237, 138.97386341968348)",3.664381982513549,-0.0870168558820511
learn,"(111, 162)","(0.7700803963933835, 163.22132482815667)","(0.7971938775510203, 138.97386341968348)",3.7978018613381233,-0.0870168558820511
curv,"(62, 162)","(0.4547141388227598, 170.5926104655573)","(0.0, 0.0)",4.37247242186907,-1.0
piec,"(141, 161)","(0.990103366791493, 162.16828402281374)","(0.7971938775510203, 138.97386341968348)",3.5606621563131826,-0.08325569220984508
joint,"(120, 161)","(0.8727577825791679, 168.4865288548714)","(0.1328656462585034, 19.85340905995478)",3.720576540857191,-0.9988794572386401
strength,"(119, 161)","(0.8140849904730054, 157.95612080144195)","(1.0629251700680271, 218.3874996595026)",3.7288684623302997,0.1889920391354296
raw,"(68, 160)","(0.47671643586257073, 165.32740643884256)","(0.39859693877551017, 59.56022717986434)",4.281638460642613,-0.7103554833008398
ii,"(115, 160)","(0.8140849904730054, 164.27436563349963)","(0.5314625850340136, 79.41363623981913)",3.7627413027123917,-0.48865789673846904
figur,"(116, 160)","(0.828753188499546, 165.32740643884256)","(0.39859693877551017, 59.56022717986434)",3.754164920812566,-0.7103554833008398
pastor,"(62, 160)","(0.16135017829194703, 32.644264965631336)","(5.314625850340136, 2561.0897687341667)",4.37247242186907,1.0
soldier,"(90, 160)","(0.6527348121810584, 157.95612080144195)","(0.1328656462585034, 198.53409059954782)",4.005235387150325,0.12774520018421454
euro,"(63, 160)","(0.4620482378360301, 168.4865288548714)","(0.0, 0.0)",4.356748827489613,-1.0
determin,"(139, 159)","(0.9534328717251415, 155.85003919075606)","(1.1957908163265305, 218.3874996595026)",3.574836738073276,0.1979840117169276
el,"(52, 159)","(0.3520367526369753, 163.22132482815667)","(0.5314625850340136, 79.41363623981913)",4.545016263168344,-0.48359464487770587
secur,"(121, 159)","(0.8727577825791679, 165.32740643884256)","(0.2657312925170068, 39.70681811990956)",3.7123528102995786,-0.9188905684510299
26,"(128, 159)","(0.894760079618979, 161.11524321747078)","(0.7971938775510203, 119.12045435972868)",3.6566058935636407,-0.1744670329344945
portfolio,"(65, 159)","(0.47671643586257073, 167.43348804952845)","(0.0, 0.0)",4.3260244445585965,-1.0
mike,"(111, 159)","(0.7554121983668428, 157.95612080144195)","(1.0629251700680271, 178.68068153959302)",3.7978018613381233,0.06550832360831182
item,"(90, 159)","(0.6454007131677881, 164.27436563349963)","(0.2657312925170068, 59.56022717986434)",4.005235387150325,-0.705948565181848
commerci,"(129, 159)","(0.9240964756720602, 164.27436563349963)","(0.39859693877551017, 59.56022717986434)",3.648889805897778,-0.705948565181848
theyv,"(124, 158)","(0.8360872875128164, 154.7969983854131)","(1.328656462585034, 218.3874996595026)",3.688079773943372,0.20255904934727242
spoke,"(134, 158)","(0.7480780993535725, 125.3118558358106)","(4.2517006802721085, 774.2829533382364)",3.611177946450084,0.9887941559221753
declar,"(133, 157)","(0.9314305746853305, 159.0091616067849)","(0.7971938775510203, 119.12045435972868)",3.618607401128605,-0.1658829656052455
vitamin,"(24, 157)","(0.17601837631848766, 165.32740643884256)","(0.0, 0.0)",5.294325345278499,-1.0
suddenli,"(122, 157)","(0.8727577825791679, 161.11524321747078)","(0.39859693877551017, 79.41363623981913)",3.70419615822583,-0.4733705610185259
corpor,"(93, 157)","(0.6747371092208694, 164.27436563349963)","(0.1328656462585034, 19.85340905995478)",3.9728351448249035,-0.9986148007578187
dow,"(53, 157)","(0.38137314869005656, 164.27436563349963)","(0.1328656462585034, 19.85340905995478)",4.526359005563801,-0.9986148007578187
barack,"(121, 157)","(0.8727577825791679, 163.22132482815667)","(0.2657312925170068, 39.70681811990956)",3.7123528102995786,-0.9146608457130347
ancient,"(92, 156)","(0.6233984161279771, 151.63787596938425)","(0.9300595238095237, 238.24090871945737)",3.983519007133216,0.2780419487311774
measur,"(125, 156)","(0.8580895845526273, 154.7969983854131)","(1.0629251700680271, 178.68068153959302)",3.6801179484453637,0.07699249871397607
bigger,"(134, 155)","(0.9607669707384118, 159.0091616067849)","(0.39859693877551017, 79.41363623981913)",3.611177946450084,-0.46301732109531035
c,"(72, 155)","(0.506052831915652, 160.06220241212785)","(0.39859693877551017, 59.56022717986434)",4.225364824660505,-0.6877640688288007
cell,"(66, 155)","(0.4620482378360301, 144.26659033198365)","(0.39859693877551017, 357.36136307918605)",4.311009147438601,0.6282653530476086
financ,"(105, 155)","(0.7554121983668428, 161.11524321747078)","(0.2657312925170068, 39.70681811990956)",3.8528111457963,-0.9102208698790539
2011,"(123, 155)","(0.8434213865260867, 154.7969983854131)","(1.0629251700680271, 158.82727247963825)",3.696105499205676,0.013017198285760978
judgment,"(78, 155)","(0.5133869309289223, 151.63787596938425)","(1.0629251700680271, 218.3874996595026)",4.146480316642629,0.21660906819985049
french,"(77, 155)","(0.5353892279687333, 156.903079996099)","(0.5314625850340136, 119.12045435972868)",4.159203134570597,-0.15727368613306714
experienc,"(119, 155)","(0.8067508914597351, 150.58483516404132)","(1.1957908163265305, 238.24090871945737)",3.7288684623302997,0.28310290385688
adult,"(92, 154)","(0.5940620200748958, 144.26659033198365)","(1.4615221088435373, 337.5079540192313)",3.983519007133216,0.5848068937189297
februari,"(116, 154)","(0.7700803963933835, 147.42571274801247)","(1.4615221088435373, 277.94772683936696)",3.754164920812566,0.41585552840990947
remov,"(114, 154)","(0.7774144954066539, 148.47875355335543)","(1.0629251700680271, 258.09431777941217)",3.7713918756884004,0.3532294359189807
permiss,"(122, 154)","(0.8800918815924383, 159.0091616067849)","(0.2657312925170068, 59.56022717986434)",3.70419615822583,-0.6830771154770872
hot,"(101, 154)","(0.7187417033004913, 159.0091616067849)","(0.39859693877551017, 59.56022717986434)",3.8912404662456175,-0.6830771154770872
kim,"(70, 154)","(0.49871873290238167, 155.85003919075606)","(0.2657312925170068, 119.12045435972868)",4.253105854607043,-0.15295997881015844
plu,"(128, 153)","(0.9387646736986008, 161.11524321747078)","(0.0, 0.0)",3.6566058935636407,-1.0
obvious,"(135, 153)","(0.9167623766587899, 146.37267194266954)","(1.328656462585034, 277.94772683936696)",3.6038032817588173,0.42144865400886644
wide,"(131, 153)","(0.9240964756720602, 155.85003919075606)","(0.664328231292517, 99.26704529977391)",3.633633979887958,-0.27752996751872094
ballist,"(64, 153)","(0.4620482378360301, 160.06220241212785)","(0.1328656462585034, 19.85340905995478)",4.3412686422017135,-0.9982876896756062
flynn,"(28, 153)","(0.20535477237156893, 161.11524321747078)","(0.0, 0.0)",5.14645501723879,-1.0
eastern,"(102, 153)","(0.7040735052739506, 153.74395758007017)","(0.7971938775510203, 138.97386341968348)",3.881493800393323,-0.05308986410391758
suffer,"(113, 153)","(0.7187417033004913, 139.0013863052689)","(1.9929846938775508, 416.9215902590504)",3.7801179345482074,0.7614693925891658
dna,"(45, 152)","(0.3080321585573534, 154.7969983854131)","(0.39859693877551017, 99.26704529977391)",4.686380241413635,-0.27262725153414535
uniqu,"(132, 152)","(0.9020941786322493, 149.53179435869836)","(1.1957908163265305, 198.53409059954782)",3.6260924660151717,0.16240166036202286
suppli,"(84, 152)","(0.6160643171147068, 160.06220241212785)","(0.0, 0.0)",4.073366155836909,-1.0
unlik,"(121, 152)","(0.8580895845526273, 155.85003919075606)","(0.5314625850340136, 79.41363623981913)",3.7123528102995786,-0.44724805386408006
super,"(82, 152)","(0.5793938220483552, 149.53179435869836)","(0.39859693877551017, 198.53409059954782)",4.097148489554835,0.16240166036202286
tie,"(103, 151)","(0.7260758023137616, 154.7969983854131)","(0.5314625850340136, 79.41363623981913)",3.8718412157953144,-0.4419284815008593
cnn,"(91, 151)","(0.6233984161279771, 149.53179435869836)","(0.7971938775510203, 178.68068153959302)",3.9943182481549764,0.09715971553030056
prayer,"(67, 151)","(0.29336396053081276, 110.56928456100937)","(3.5873724489795915, 913.25681675792)",4.296215978260771,0.9985941943166752
surfac,"(90, 151)","(0.6600689111943288, 159.0091616067849)","(0.0, 0.0)",4.005235387150325,-1.0
monthli,"(90, 151)","(0.6454007131677881, 154.7969983854131)","(0.2657312925170068, 79.41363623981913)",4.005235387150325,-0.4419284815008593
wake,"(116, 151)","(0.8214190894862757, 154.7969983854131)","(0.5314625850340136, 79.41363623981913)",3.754164920812566,-0.4419284815008593
count,"(89, 150)","(0.6160643171147068, 152.6909167747272)","(0.664328231292517, 99.26704529977391)",4.0162730268019455,-0.26277943738939924
arrest,"(104, 150)","(0.6967394062606803, 144.26659033198365)","(1.1957908163265305, 258.09431777941217)",3.862280913533332,0.37523727398317264
capac,"(94, 150)","(0.6454007131677881, 150.58483516404132)","(0.7971938775510203, 138.97386341968348)",3.962264221864893,-0.04174965786511442
tabl,"(114, 150)","(0.8067508914597351, 153.74395758007017)","(0.5314625850340136, 79.41363623981913)",3.7713918756884004,-0.43657764497416496
posit,"(110, 150)","(0.7627462973801131, 151.63787596938425)","(0.7971938775510203, 119.12045435972868)",3.8067624947706533,-0.13564835797189523
sale,"(100, 150)","(0.7187417033004913, 154.7969983854131)","(0.2657312925170068, 59.56022717986434)",3.9010830653898116,-0.6637569993277084
chapter,"(63, 150)","(0.44004594079621917, 153.74395758007017)","(0.39859693877551017, 79.41363623981913)",4.356748827489613,-0.43657764497416496
intend,"(120, 150)","(0.8434213865260867, 152.6909167747272)","(0.664328231292517, 99.26704529977391)",3.720576540857191,-0.26277943738939924
resist,"(112, 149)","(0.7994167924464648, 153.74395758007017)","(0.39859693877551017, 59.56022717986434)",3.788920808294163,-0.65878253359347
box,"(91, 149)","(0.6160643171147068, 149.53179435869836)","(0.9300595238095237, 138.97386341968348)",3.9943182481549764,-0.0379670524092961
straight,"(121, 149)","(0.850755485539357, 150.58483516404132)","(0.664328231292517, 119.12045435972868)",3.7123528102995786,-0.13130704753478284
stuff,"(111, 149)","(0.7847485944199242, 152.6909167747272)","(0.5314625850340136, 79.41363623981913)",3.7978018613381233,-0.4311957424126518
chao,"(101, 149)","(0.7260758023137616, 153.74395758007017)","(0.2657312925170068, 59.56022717986434)",3.8912404662456175,-0.65878253359347
arpaio,"(140, 149)","(1.0267738618578446, 156.903079996099)","(0.0, 0.0)",3.5677243325574692,-1.0
context,"(112, 148)","(0.7847485944199242, 149.53179435869836)","(0.664328231292517, 119.12045435972868)",3.788920808294163,-0.12696069493283257
eye,"(119, 148)","(0.828753188499546, 148.47875355335543)","(0.7971938775510203, 138.97386341968348)",3.7288684623302997,-0.034183358598939395
j,"(103, 147)","(0.7260758023137616, 150.58483516404132)","(0.5314625850340136, 79.41363623981913)",3.8718412157953144,-0.42033957072925054
oct,"(107, 147)","(0.7774144954066539, 152.6909167747272)","(0.1328656462585034, 39.70681811990956)",3.8341364667710747,-0.8901668914022991
confid,"(99, 147)","(0.6820712082341397, 147.42571274801247)","(0.7971938775510203, 138.97386341968348)",3.9110235050950624,-0.030398684628627715
survey,"(86, 147)","(0.5427233269820037, 131.63010066786828)","(1.5943877551020407, 436.7749993190052)",4.05013630755778,0.8207463594679687
doj,"(85, 147)","(0.6087302181014365, 151.63787596938425)","(0.2657312925170068, 59.56022717986434)",4.061683779982553,-0.6486585392445334
taught,"(97, 147)","(0.6527348121810584, 144.26659033198365)","(1.0629251700680271, 198.53409059954782)",3.93120582484492,0.18589381868849775
ocean,"(72, 147)","(0.5133869309289223, 152.6909167747272)","(0.2657312925170068, 39.70681811990956)",4.225364824660505,-0.8901668914022991
relat,"(132, 147)","(0.9387646736986008, 150.58483516404132)","(0.5314625850340136, 79.41363623981913)",3.6260924660151717,-0.42033957072925054
softwar,"(80, 147)","(0.5867279210616255, 154.7969983854131)","(0.0, 0.0)",4.12151023029487,-1.0
sin,"(77, 147)","(0.47671643586257073, 129.5240190571824)","(1.5943877551020407, 476.48181743891473)",4.159203134570597,0.8715177155841436
propheci,"(80, 147)","(0.5720597230350849, 152.6909167747272)","(0.2657312925170068, 39.70681811990956)",4.12151023029487,-0.8901668914022991
forth,"(112, 146)","(0.7627462973801131, 145.31963113732658)","(1.0629251700680271, 158.82727247963825)",3.788920808294163,0.04644219161447238
movi,"(71, 146)","(0.44004594079621917, 114.78144778238115)","(1.4615221088435373, 734.576135218327)",4.239139147125334,0.9910054934633459
australia,"(95, 146)","(0.6747371092208694, 148.47875355335543)","(0.39859693877551017, 99.26704529977391)",3.9518038754399907,-0.2429204280659637
fresh,"(87, 146)","(0.6233984161279771, 151.63787596938425)","(0.2657312925170068, 39.70681811990956)",4.038720658474103,-0.8873813180119403
hospit,"(83, 145)","(0.5280551289554629, 118.99361100375293)","(1.4615221088435373, 635.309089918553)",4.085186624437335,0.9742375232494926
founder,"(126, 145)","(0.850755485539357, 139.0013863052689)","(1.328656462585034, 258.09431777941217)",3.672219013220829,0.4039728950283836
decid,"(123, 145)","(0.7847485944199242, 135.8422638892401)","(2.1258503401360542, 317.6545449592765)",3.696105499205676,0.5844558093016035
publicli,"(125, 145)","(0.8654236835658976, 145.31963113732658)","(0.9300595238095237, 138.97386341968348)",3.6801179484453637,-0.022826829535848248
resid,"(90, 145)","(0.6307325151412474, 148.47875355335543)","(0.5314625850340136, 79.41363623981913)",4.005235387150325,-0.40936170791318816
earthquak,"(69, 144)","(0.49871873290238167, 150.58483516404132)","(0.1328656462585034, 19.85340905995478)",4.267270397375693,-0.997241499890557
potenti,"(114, 144)","(0.8214190894862757, 149.53179435869836)","(0.2657312925170068, 39.70681811990956)",3.7713918756884004,-0.8816098180527049
al,"(95, 144)","(0.6600689111943288, 141.1074679159548)","(0.664328231292517, 198.53409059954782)",3.9518038754399907,0.2007226353405862
japanes,"(77, 144)","(0.5647256240218146, 151.63787596938425)","(0.0, 0.0)",4.159203134570597,-1.0
structur,"(107, 144)","(0.7700803963933835, 149.53179435869836)","(0.2657312925170068, 39.70681811990956)",3.8341364667710747,-0.8816098180527049
onto,"(118, 144)","(0.8360872875128164, 147.42571274801247)","(0.5314625850340136, 79.41363623981913)",3.737229715054983,-0.40382772091946795
ban,"(94, 144)","(0.6013961190881661, 125.3118558358106)","(1.5943877551020407, 496.33522649886953)",3.962264221864893,0.9015429238463428
worldwid,"(111, 144)","(0.7774144954066539, 146.37267194266954)","(0.664328231292517, 99.26704529977391)",3.7978018613381233,-0.2329128445885833
closer,"(113, 143)","(0.8140849904730054, 148.47875355335543)","(0.2657312925170068, 39.70681811990956)",3.7801179345482074,-0.8786211576139334
heavili,"(118, 143)","(0.828753188499546, 144.26659033198365)","(0.664328231292517, 119.12045435972868)",3.737229715054983,-0.1051589715788277
listen,"(109, 143)","(0.6967394062606803, 130.57705986252535)","(1.8601190476190474, 377.21477213914085)",3.815804147687603,0.7372438685387055
meanwhil,"(128, 143)","(0.8654236835658976, 140.05442711061187)","(1.328656462585034, 198.53409059954782)",3.6566058935636407,0.20579346214960315
essenti,"(121, 143)","(0.8800918815924383, 149.53179435869836)","(0.1328656462585034, 19.85340905995478)",3.7123528102995786,-0.9970914555410116
lawmak,"(99, 142)","(0.7187417033004913, 148.47875355335543)","(0.1328656462585034, 19.85340905995478)",3.9110235050950624,-0.9969332622927694
player,"(92, 142)","(0.6233984161279771, 134.78922308389713)","(0.9300595238095237, 277.94772683936696)",3.983519007133216,0.48618010576602755
constitut,"(98, 142)","(0.6820712082341397, 141.1074679159548)","(0.664328231292517, 158.82727247963825)",3.9210637500802954,0.06270594835555743
protect,"(113, 142)","(0.7700803963933835, 140.05442711061187)","(1.0629251700680271, 178.68068153959302)",3.7801179345482074,0.13702982702905264
user,"(75, 141)","(0.5353892279687333, 144.26659033198365)","(0.2657312925170068, 79.41363623981913)",4.185144926548597,-0.38704850401980917
peak,"(98, 141)","(0.7187417033004913, 148.47875355335543)","(0.0, 0.0)",3.9210637500802954,-1.0
exact,"(109, 140)","(0.7774144954066539, 143.2135495266407)","(0.39859693877551017, 79.41363623981913)",3.815804147687603,-0.38139721646140134
firearm,"(59, 140)","(0.4253777427696785, 146.37267194266954)","(0.1328656462585034, 19.85340905995478)",4.421183349875076,-0.9965906407084281
pentagon,"(78, 140)","(0.5720597230350849, 147.42571274801247)","(0.0, 0.0)",4.146480316642629,-1.0
start,"(107, 140)","(0.7627462973801131, 143.2135495266407)","(0.39859693877551017, 79.41363623981913)",3.8341364667710747,-0.38139721646140134
tend,"(105, 140)","(0.7480780993535725, 143.2135495266407)","(0.39859693877551017, 79.41363623981913)",3.8528111457963,-0.38139721646140134
asid,"(119, 140)","(0.7994167924464648, 134.78922308389713)","(1.328656462585034, 238.24090871945737)",3.7288684623302997,0.3659627654446693
wage,"(71, 140)","(0.5207210299421926, 147.42571274801247)","(0.0, 0.0)",4.239139147125334,-1.0
trial,"(76, 140)","(0.5280551289554629, 136.89530469458302)","(0.5314625850340136, 198.53409059954782)",4.172089910846954,0.22140316190285936
extra,"(104, 139)","(0.7480780993535725, 144.26659033198365)","(0.2657312925170068, 39.70681811990956)",3.862280913533332,-0.865947804450677
regular,"(115, 139)","(0.7700803963933835, 134.78922308389713)","(1.328656462585034, 218.3874996595026)",3.7627413027123917,0.3005348184969425
luke,"(60, 139)","(0.41070954474313787, 140.05442711061187)","(0.5314625850340136, 119.12045435972868)",4.404681325238688,-0.08764347831980324
vision,"(97, 139)","(0.6307325151412474, 130.57705986252535)","(1.4615221088435373, 297.8011358993217)",3.93120582484492,0.5651222717591595
owner,"(98, 139)","(0.7187417033004913, 146.37267194266954)","(0.0, 0.0)",3.9210637500802954,-1.0
yuan,"(56, 139)","(0.39604134671659724, 144.26659033198365)","(0.2657312925170068, 39.70681811990956)",4.472389074754273,-0.865947804450677
driven,"(105, 138)","(0.7554121983668428, 143.2135495266407)","(0.2657312925170068, 39.70681811990956)",3.8528111457963,-0.86259264246847
v,"(84, 138)","(0.47671643586257073, 108.46320295032346)","(2.5244472789115644, 694.8693170984174)",4.073366155836909,0.991065439605805
correct,"(106, 138)","(0.7554121983668428, 141.1074679159548)","(0.39859693877551017, 79.41363623981913)",3.8434302139625345,-0.37000896738123845
art,"(85, 138)","(0.6013961190881661, 142.16050872129776)","(0.39859693877551017, 59.56022717986434)",4.061683779982553,-0.6001733731916143
lawyer,"(89, 138)","(0.5867279210616255, 126.36489664115356)","(1.1957908163265305, 357.36136307918605)",4.0162730268019455,0.7230493052487408
crude,"(60, 138)","(0.4327118417829488, 144.26659033198365)","(0.1328656462585034, 19.85340905995478)",4.404681325238688,-0.9962098134620927
detail,"(99, 138)","(0.7187417033004913, 144.26659033198365)","(0.1328656462585034, 19.85340905995478)",3.9110235050950624,-0.9962098134620927
e,"(62, 138)","(0.41070954474313787, 135.8422638892401)","(0.7971938775510203, 178.68068153959302)",4.37247242186907,0.1563832006478374
hotel,"(64, 137)","(0.4253777427696785, 135.8422638892401)","(0.7971938775510203, 158.82727247963825)",4.3412686422017135,0.08440056250765848
charg,"(99, 137)","(0.6747371092208694, 135.8422638892401)","(0.9300595238095237, 158.82727247963825)",3.9110235050950624,0.08440056250765848
lo,"(84, 137)","(0.5573915250085443, 132.68314147321124)","(1.0629251700680271, 218.3874996595026)",4.073366155836909,0.3121865694019037
william,"(113, 137)","(0.7847485944199242, 137.94834549992598)","(0.7971938775510203, 119.12045435972868)",3.7801179345482074,-0.07886467555884535
35,"(109, 137)","(0.7774144954066539, 141.1074679159548)","(0.39859693877551017, 59.56022717986434)",3.815804147687603,-0.5944875078348497
scale,"(115, 137)","(0.828753188499546, 142.16050872129776)","(0.2657312925170068, 39.70681811990956)",3.7627413027123917,-0.8591598433044952
necessarili,"(121, 137)","(0.5940620200748958, 100.0388765075799)","(5.314625850340136, 833.8431805181008)",3.7123528102995786,0.9986964919641921
town,"(97, 137)","(0.6454007131677881, 129.5240190571824)","(1.1957908163265305, 277.94772683936696)",3.93120582484492,0.5175285096641669
bought,"(107, 137)","(0.7774144954066539, 143.2135495266407)","(0.1328656462585034, 19.85340905995478)",3.8341364667710747,-0.9960037644072043
giant,"(92, 137)","(0.6600689111943288, 142.16050872129776)","(0.2657312925170068, 39.70681811990956)",3.983519007133216,-0.8591598433044952
window,"(54, 137)","(0.38870724770332693, 142.16050872129776)","(0.1328656462585034, 39.70681811990956)",4.508043475257368,-0.8591598433044952
significantli,"(113, 136)","(0.7994167924464648, 139.0013863052689)","(0.5314625850340136, 79.41363623981913)",3.7801179345482074,-0.35850842345971135
fda,"(29, 136)","(0.21268887138483925, 143.2135495266407)","(0.0, 0.0)",5.112668019661408,-1.0
biblic,"(90, 136)","(0.4620482378360301, 95.82671328620812)","(3.5873724489795915, 893.4034076979651)",4.005235387150325,0.9995144411190828
elsewher,"(76, 136)","(0.550057425995274, 142.16050872129776)","(0.1328656462585034, 19.85340905995478)",4.172089910846954,-0.9957865373802194
appropri,"(118, 136)","(0.8360872875128164, 139.0013863052689)","(0.5314625850340136, 79.41363623981913)",3.737229715054983,-0.35850842345971135
approv,"(102, 136)","(0.6820712082341397, 133.73618227855417)","(1.1957908163265305, 178.68068153959302)",3.881493800393323,0.16647033045772153
refus,"(110, 136)","(0.7114076042872209, 128.47097825183945)","(1.727253401360544, 277.94772683936696)",3.8067624947706533,0.5239383636677852
propos,"(103, 136)","(0.7040735052739506, 132.68314147321124)","(0.9300595238095237, 198.53409059954782)",3.8718412157953144,0.24317993358798207
surround,"(120, 136)","(0.8434213865260867, 136.89530469458302)","(0.664328231292517, 119.12045435972868)",3.720576540857191,-0.07447059655625554
announc,"(93, 136)","(0.6307325151412474, 132.68314147321124)","(0.9300595238095237, 198.53409059954782)",3.9728351448249035,0.24317993358798207
quick,"(118, 135)","(0.850755485539357, 140.05442711061187)","(0.2657312925170068, 39.70681811990956)",3.737229715054983,-0.8520554145636284
separ,"(118, 135)","(0.8140849904730054, 134.78922308389713)","(0.9300595238095237, 138.97386341968348)",3.737229715054983,0.015521657300815006
