type,words
fake,"{'more': 1, 'american': 1, 'have': 1, 'lost': 1, 'their': 1, 'job': 1, 'under': 1, 'barack': 1, 'obama': 1, 'than': 1, 'ani': 1, 'presid': 1, 'in': 1, 'modern': 1, 'histori': 1}"
fake,"{'say': 1, 'the': 2, 'money': 1, 'is': 1, 'in': 1, 'budget': 1, 'to': 2, 'give': 1, 'a': 1, 'tax': 1, 'break': 1, 'everyon': 1, 'includ': 1, 'peopl': 1, 'make': 1, 'more': 1, 'than': 1, '<cur><number>': 1, 'million': 1}"
reliable,"{'say': 1, '<number>': 1, 'wa': 1, 'the': 2, 'first': 1, 'year': 1, 'in': 2, 'american': 1, 'histori': 1, 'that': 1, 'more': 1, 'minor': 1, 'are': 1, 'be': 1, 'born': 1, 'than': 1, 'peopl': 1, 'major': 1}"
reliable,"{'on': 1, 'the': 1, 'statu': 1, 'of': 1, 'illeg': 1, 'immigr': 1}"
reliable,"{'it': 2, 'go': 1, 'to': 3, 'be': 1, 'harder': 1, 'vote': 1, 'in': 1, 'virginia': 1, 'than': 1, 'is': 1, 'now': 1, 'buy': 1, 'a': 1, 'gun': 1}"
reliable,"{'say': 1, 'dan': 1, 'patrick': 1, 'ha': 1, 'call': 1, 'immigr': 2, 'into': 2, 'texa': 2, 'an': 1, 'invas': 1, 'and': 1, 'said': 1, 'come': 1, 'bring': 1, 'thirdworld': 1, 'diseas': 1}"
fake,"{'harri': 1, 'reid': 1, 'vote': 1, 'to': 2, 'use': 1, 'taxpay': 1, 'dollar': 1, 'pay': 1, 'for': 2, 'viagra': 1, 'convict': 1, 'child': 1, 'molest': 1, 'and': 1, 'sex': 1, 'offend': 1}"
reliable,"{'the': 3, 'averag': 2, 'time': 2, 'someon': 1, 'use': 1, 'to': 1, 'hold': 1, 'a': 1, 'share': 1, 'of': 1, 'stock': 1, 'back': 1, 'in': 1, '00': 1, 'wa': 1, 'eight': 1, 'year': 1, 'now': 1, 'is': 1, 'four': 1, 'month': 1}"
reliable,"{'sinc': 1, '<number>': 3, 'the': 2, 'ohio': 1, 'victor': 1, 'ha': 1, 'won': 1, 'presid': 1, 'out': 1, 'of': 1, 'time': 1}"
reliable,"{'under': 1, 'obamacar': 1, 'member': 1, 'of': 1, 'congress': 1, 'are': 1, 'requir': 1, 'to': 1, 'purchas': 1, 'their': 1, 'health': 1, 'insur': 1, 'from': 1, 'the': 1, 'new': 1, 'exchang': 1}"
fake,"{'<number>': 1, 'of': 1, 'human': 1, 'traffick': 1, 'victim': 1, 'are': 1, 'locat': 1, 'in': 1, 'texa': 1}"
reliable,"{'while': 1, 'fatcat': 1, 'bureaucrat': 1, 'at': 1, 'the': 1, 'depart': 1, 'of': 3, 'educ': 1, 'are': 2, 'get': 2, 'paid': 2, 'an': 1, 'averag': 1, 'salari': 1, '<cur><number>': 1, 'a': 1, 'year': 1, 'teacher': 1, 'in': 1, 'georgia': 1, 'half': 1, 'that': 1}"
fake,"{'say': 1, 'chri': 1, 'christi': 1, 'wa': 1, 'behind': 1, 'in': 1, 'the': 2, 'poll': 1, 'against': 1, 'jon': 1, 'corzin': 1, 'dure': 1, '<number>': 1, 'governor': 1, 'race': 1}"
reliable,"{'say': 1, 'donald': 1, 'trump': 1, 'spent': 1, 'the': 2, 'least': 1, 'amount': 1, 'of': 3, 'money': 1, 'ani': 1, 'competit': 1, 'primari': 1, 'contend': 1, 'that': 1, 'he': 1, 'beat': 1, 'so': 1, 'badli': 1}"
reliable,"{'a': 1, 'houston': 1, 'school': 1, 'district': 1, 'analysi': 1, 'found': 1, 'that': 1, 'the': 2, 'state': 1, 'board': 1, 'of': 2, 'educ': 1, 'more': 1, 'than': 1, 'quadrupl': 1, 'number': 1, 'histor': 1, 'figur': 1, 'student': 1, 'must': 1, 'learn': 1, 'about': 1}"
reliable,"{'florida': 2, 'high': 1, 'school': 1, 'graduat': 2, 'rate': 3, 'continu': 1, 'to': 1, 'increas': 1, 'at': 1, 'the': 4, 'fastest': 1, 'in': 2, 'nation': 2, 'with': 1, 'lead': 1, 'of': 1, 'hispan': 1}"
fake,"{'say': 1, 'hi': 1, 'plan': 1, 'to': 3, 'rais': 1, 'car': 1, 'registr': 1, '<cur><number>': 1, 'would': 1, 'still': 1, 'leav': 1, 'virginia': 1, 'with': 1, 'a': 1, 'fee': 1, 'that': 1, 'equal': 1, 'or': 1, 'lower': 1, 'than': 1, 'most': 1, 'state': 1}"
fake,"{'we': 1, 'spend': 1, 'half': 1, 'a': 2, 'trillion': 1, 'dollar': 1, 'year': 1, 'in': 1, 'tax': 1, 'prepar': 1}"
fake,"{'for': 1, 'gm': 1, 'to': 2, 'pay': 1, 'back': 1, 'everyth': 1, 'it': 3, 'owe': 1, 'would': 1, 'have': 1, 'sell': 1, 'share': 3, 'at': 1, '<cur><number>': 4, 'a': 2, 'where': 1, 'the': 2, 'highest': 1, 'valu': 1, 'of': 1, 'gener': 1, 'motor': 1, 'ever': 1, 'wa': 1, 'whatev': 1, 'dollar': 1, 'were': 1}"
reliable,"{'there': 1, '<number>': 2, 'congressmen': 1, 'and': 1, 'senat': 1, 'that': 2, 'have': 2, 'been': 1, 'convict': 1, 'of': 1, 'feloni': 1, 'still': 1, 'get': 1, 'their': 1, 'retir': 1, 'even': 1, 'in': 1, 'jail': 1, 'they': 1, 'dont': 1, 'to': 1, 'wait': 1, 'until': 1, 'theyr': 1}"
fake,"{'say': 1, 'mitt': 1, 'romney': 1, 'said': 1, 'at': 1, 'a': 1, 'januari': 1, '<number>': 1, 'debat': 1, 'that': 1, 'under': 1, 'paul': 1, 'ryan': 1, 'tax': 2, 'plan': 1, 'id': 1, 'have': 1, 'paid': 1, 'no': 1, 'in': 1, 'the': 1, 'last': 1, 'two': 1, 'year': 1}"
reliable,"{'hous': 1, 'republican': 1, 'pledg': 1, 'to': 3, 'introduc': 1, 'a': 1, 'bill': 1, 'reform': 1, 'america': 1, 'health': 1, 'care': 1, 'system': 1, 'but': 1, 'the': 1, 'parti': 1, 'of': 1, 'no': 1, 'ha': 1, 'fail': 1, 'produc': 1, 'legisl': 1}"
reliable,"{'poll': 1, 'show': 1, 'american': 1, 'are': 1, 'overwhelmingli': 1, 'oppos': 1, 'to': 1, 'obamacar': 1, 'especi': 1, 'the': 1, 'individu': 1, 'mandat': 1}"
reliable,"{'the': 1, 'hous': 1, 'of': 1, 'deleg': 1, 'budget': 1, 'bill': 1, 'cut': 1, '<cur><number>': 1, 'million': 1, 'from': 1, 'educ': 1}"
fake,"{'in': 2, 'texa': 1, 'we': 1, 'teach': 1, 'both': 1, 'creation': 1, 'and': 1, 'evolut': 1, 'our': 1, 'public': 1, 'school': 1}"
fake,"{'a': 1, 'telecom': 1, 'bill': 1, 'could': 1, 'keep': 1, 'the': 1, 'state': 1, 'corpor': 1, 'commiss': 1, 'from': 2, 'get': 1, 'rateofreturn': 1, 'inform': 1, 'electr': 1, 'util': 1}"
fake,"{'portland': 1, 'public': 1, 'school': 4, 'invit': 1, 'wellpaid': 1, 'wellf': 1, 'bureaucrat': 1, 'administr': 1, 'teacher': 1, 'other': 3, 'staff': 1, 'nonneedi': 1, 'student': 2, 'affluent': 1, 'parent': 1, 'of': 1, 'and': 1, 'adult': 2, 'includ': 1, 'on': 1, 'the': 2, 'extrem': 1, 'homeless': 1, 'illeg': 1, 'alien': 1, 'fanat': 1, 'muslim': 1, 'terrorist': 1, 'or': 1, 'drug': 1, 'addict': 1, 'street': 1, 'peopl': 1, 'to': 1, 'enjoy': 1, 'cheap': 1, 'breakfast': 1, 'in': 1, 'taxpayerpaid': 1, 'facil': 1, 'amidst': 1, 'children': 1}"
reliable,"{'mccain': 1, 'lobbi': 1, 'for': 1, 'a': 1, '<cur><number>million': 1, 'pork': 1, 'project': 1, 'honor': 1, 'conserv': 1, 'justic': 1}"
fake,"{'we': 1, 'have': 1, 'been': 1, 'confront': 1, 'with': 1, 'an': 1, 'unexpect': 1, 'storm': 1, 'that': 1, 'ha': 1, 'hit': 1, 'the': 1, 'metropolitan': 1, 'area': 1}"
reliable,"{'among': 1, 'manufactur': 1, 'with': 1, 'fewer': 1, 'than': 1, '<number>': 1, 'employe': 2, 'the': 1, 'averag': 1, 'cost': 1, 'in': 1, 'term': 1, 'of': 1, 'regul': 1, 'is': 1, '<cur><number>': 1, 'per': 1}"
reliable,"{'the': 1, 'health': 1, 'care': 1, 'bill': 1, 'will': 1, 'creat': 1, '<number>': 2, 'million': 1, 'job': 2, 'almost': 1, 'immedi': 1}"
fake,"{'us': 1, 'rep': 1, 'scott': 1, 'rigel': 1, 'want': 1, 'gun': 1, 'owner': 1, 'in': 1, 'a': 1, 'feder': 1, 'registr': 1, 'system': 1}"
fake,"{'say': 1, 'pension': 1, 'contribut': 3, 'under': 1, 'gov': 1, 'chri': 1, 'christi': 1, 'would': 1, 'repres': 1, '<number>': 4, 'percent': 1, 'of': 1, 'the': 2, 'total': 2, 'made': 1, 'between': 1, 'year': 2, 'and': 1, 'that': 1, 'right': 1, 'in': 1, 'state': 1, 'wa': 1, 'onli': 1, '<cur><number>': 1, 'billion': 1}"
reliable,"{'the': 2, 'water': 1, 'qualiti': 1, 'in': 2, 'ocean': 2, 'is': 1, 'perfect': 1, 'it': 1, 'been': 1, 'test': 1, 'up': 1, 'and': 1, 'down': 1, 'everi': 1, 'shore': 1, 'new': 1, 'jersey': 1}"
fake,"{'i': 1, 'balanc': 1, 'the': 1, 'budget': 1, 'for': 1, 'four': 1, 'straight': 1, 'year': 1, 'paid': 1, 'off': 1, '<cur><number>': 1, 'billion': 1, 'in': 1, 'debt': 1}"
reliable,"{'sherrod': 1, 'brown': 1, 'wa': 1, 'just': 1, 'vote': 1, 'two': 1, 'year': 1, 'in': 2, 'a': 1, 'row': 1, 'the': 2, 'most': 1, 'liber': 2, 'senat': 1, 'unit': 1, 'state': 1, 'of': 1, 'america': 1, 'and': 1, 'is': 1, 'more': 1, 'than': 1, 'sen': 1, 'berni': 1, 'sander': 1}"
fake,"{'greg': 1, 'abbott': 1, 'did': 1, 'noth': 1, 'to': 1, 'pursu': 1, 'report': 1, 'of': 2, 'the': 1, 'sexual': 1, 'abus': 1, 'boy': 1, 'at': 1, 'a': 1, 'west': 1, 'texa': 1, 'staterun': 1, 'school': 1}"
fake,"{'the': 3, 'governor': 1, 'must': 1, 'inform': 1, 'senat': 1, 'presid': 1, 'about': 1, 'hi': 1, 'or': 1, 'her': 1, 'absenc': 1, 'from': 1, 'state': 1}"
fake,"{'we': 1, 'have': 1, 'my': 1, 'oppon': 1, 'sam': 1, 'olen': 1, 'to': 1, 'thank': 1, 'for': 1, 'the': 2, 'arizona': 1, 'immigr': 1, 'rule': 1, 'sinc': 1, 'he': 1, 'wa': 1, 'on': 1, 'team': 1, 'that': 1, 'got': 1, 'clinton': 1, 'elect': 1}"
fake,"{'a': 1, 'major': 1, 'of': 1, 'american': 1, 'sinc': 1, 'harri': 1, 'truman': 1, 'day': 1, 'support': 1, 'singlepay': 1, 'health': 1, 'insur': 1, 'or': 1, 'full': 1, 'medicar': 1, 'for': 1, 'all': 1}"
reliable,"{'say': 1, 'ohio': 1, 'gov': 1, 'john': 1, 'kasich': 1, 'had': 1, 'the': 2, 'worst': 1, 'rate': 1, 'on': 1, 'spend': 1, 'of': 1, 'ani': 1, 'governor': 1, 'in': 1, 'countri': 1, 'republican': 1, 'or': 1, 'democrat': 1}"
fake,"{'the': 2, 'benghazi': 1, 'probe': 1, 'is': 1, 'longestrun': 1, 'congression': 1, 'investig': 1, 'ever': 1}"
fake,"{'say': 1, 'jeb': 1, 'bush': 1, 'extend': 1, 'earli': 1, 'vote': 1, 'after': 1, 'see': 1, 'long': 1, 'line': 1}"
fake,"{'say': 1, 'presid': 1, 'barack': 1, 'obama': 1, 'think': 1, 'american': 1, 'are': 1, 'lazi': 1}"
reliable,"{'say': 1, 'gov': 1, 'scott': 1, 'walker': 1, 'ha': 1, 'caus': 1, 'wisconsin': 1, 'to': 1, 'lose': 1, 'more': 1, 'job': 1, 'than': 1, 'ani': 1, 'other': 1, 'state': 1, 'in': 1, 'the': 1, 'countri': 1}"
fake,"{'a': 1, 'measur': 1, 'to': 2, 'repeal': 1, 'the': 2, 'state': 3, 'prevail': 1, 'wage': 1, 'law': 1, 'would': 1, 'make': 1, 'it': 1, 'easier': 1, 'for': 2, 'contractor': 1, 'hire': 1, 'illeg': 2, 'worker': 2, 'wisconsin': 1, 'construct': 1, 'job': 1, 'through': 1, 'an': 1, 'loophol': 1, 'in': 1, 'budget': 1}"
reliable,"{'almost': 1, '<number>': 2, 'arrest': 1, 'in': 1, 'the': 2, 'citi': 1, 'last': 1, 'year': 1, 'for': 1, 'panhandlingrel': 1, 'offens': 1, 'involv': 1, 'just': 1, 'suspect': 1, 'an': 1, 'indic': 1, 'that': 1, 'same': 1, 'peopl': 1, 'are': 1, 'panhandl': 1, 'over': 2, 'and': 1}"
reliable,"{'say': 1, 'more': 1, 'than': 1, '<number>': 1, 'million': 1, 'oregonian': 1, 'have': 1, 'receiv': 1, 'import': 1, 'medic': 1, 'servic': 1, 'becaus': 1, 'of': 1, 'hi': 1, 'health': 1, 'plan': 1}"
reliable,"{'pend': 1, 'a': 1, 'feder': 1, 'waiver': 1, 'the': 3, '<number>': 3, 'legislatur': 1, 'elimin': 1, 'overtest': 1, 'of': 2, 'student': 1, 'in': 1, 'grade': 1, '<number><number>': 1, 'by': 1, 'decreas': 1, 'number': 1, 'test': 1, 'from': 1, 'to': 1}"
fake,"{'we': 1, 'have': 1, 'ask': 1, 'public': 2, 'employe': 2, 'to': 2, 'pay': 2, '<number>': 2, 'percent': 2, 'of': 5, 'the': 3, 'cost': 2, 'their': 2, 'guarante': 1, 'pension': 1, 'and': 1, 'health': 1, 'care': 1, 'leadership': 1, 'those': 1, 'union': 1, 'dont': 1, 'want': 1, 'anyth': 1}"
reliable,"{'the': 1, 'unit': 1, 'state': 1, 'govern': 1, 'and': 1, 'it': 1, 'constitut': 1, 'say': 1, 'that': 1, 'peopl': 1, 'can': 1, 'be': 1, 'put': 1, 'to': 1, 'death': 1}"
reliable,"{'obama': 1, 'spokesman': 1, 'bill': 1, 'burton': 1, 'say': 1, 'clinton': 1, 'gave': 1, 'bush': 1, 'a': 2, 'blank': 1, 'check': 1, 'on': 1, 'critic': 1, 'foreign': 1, 'polici': 1, 'issu': 1}"
fake,"{'a': 1, 'law': 1, 'wa': 1, 'pass': 1, 'appar': 2, 'in': 2, 'the': 1, 'clinton': 1, 'administr': 1, 'about': 1, 'whether': 1, 'recruit': 1, 'offic': 1, 'marin': 1, 'or': 1, 'other': 1, 'militari': 1, 'should': 1, 'be': 1, 'abl': 1, 'to': 1, 'have': 1, 'gun': 1, 'it': 1, 'is': 1, 'prohibit': 1}"
reliable,"{'we': 1, 'had': 1, 'the': 4, 'democrat': 1, 'governor': 1, 'associ': 1, 'and': 2, 'obama': 1, 'polit': 1, 'machin': 1, 'come': 1, 'into': 1, 'a': 1, 'republican': 1, 'primari': 1, 'to': 1, 'tri': 1, 'rig': 1, 'elect': 1, 'by': 1, 'spend': 1, '<cur><number>': 1, 'million': 1, 'against': 1, 'me': 1, 'in': 1, 'last': 1, 'coupl': 1, 'of': 1, 'day': 1}"
fake,"{'stimulu': 1, 'money': 1, 'fund': 1, 'a': 1, 'govern': 1, 'board': 1, 'that': 2, 'made': 1, 'recommend': 1, 'would': 1, 'cost': 1, '<number>': 1, 'job': 1, 'and': 1, '<cur><number>': 1, 'billion': 1, 'in': 1, 'sale': 1}"
fake,"{'in': 1, 'the': 1, 'last': 1, '<number>': 1, 'year': 1, 'onli': 1, 'one': 1, 'piec': 1, 'of': 1, 'legisl': 1, 'ha': 1, 'been': 1, 'cosponsor': 1, 'and': 1, 'pass': 1, 'by': 1, 'john': 1, 'duncan': 1, 'jr': 1}"
reliable,"{'there': 1, 'are': 1, 'citi': 1, 'and': 2, 'counti': 1, 'in': 1, 'georgia': 1, 'that': 1, 'dont': 2, 'have': 2, 'websit': 1, 'where': 1, 'elect': 1, 'offici': 1, 'email': 1, 'address': 1}"
fake,"{'i': 2, 'never': 1, 'wa': 1, 'in': 1, 'favor': 1, 'of': 1, 'shut': 1, 'down': 1, 'the': 2, 'govern': 2, 'vote': 1, 'to': 1, 'fund': 1, 'fulli': 1}"
reliable,"{'the': 1, 'confeder': 1, 'battl': 1, 'flag': 1, 'never': 1, 'flew': 1, 'over': 1, 'texa': 1, 'but': 1, 'you': 1, 'might': 1, 'soon': 1, 'see': 1, 'it': 1, 'on': 1, 'our': 1, 'licens': 1, 'plate': 1}"
reliable,"{'say': 1, 'peta': 1, 'is': 1, 'use': 1, 'thi': 1, 'realli': 1, 'fanci': 1, 'drone': 1, 'to': 1, 'follow': 1, 'hunter': 1, 'around': 1, 'in': 2, 'some': 1, 'place': 1, 'other': 1, 'countri': 1}"
fake,"{'unit': 1, 'state': 1, 'student': 1, 'are': 1, 'achiev': 1, 'at': 1, 'number': 1, '<number>': 2, 'out': 1, 'of': 1, 'develop': 1, 'countri': 1, 'when': 1, 'it': 1, 'come': 1, 'to': 1, 'scienc': 1, 'and': 1, 'math': 1}"
fake,"{'say': 1, 'mitt': 1, 'romney': 1, 'back': 1, 'a': 1, 'bill': 1, 'that': 1, 'outlaw': 1, 'all': 1, 'abort': 1, 'even': 1, 'in': 1, 'case': 1, 'of': 1, 'rape': 1, 'and': 1, 'incest': 1}"
reliable,"{'say': 1, 'north': 1, 'carolina': 1, 'is': 1, 'home': 1, 'of': 1, 'the': 2, 'largest': 1, 'militari': 1, 'instal': 1, 'in': 1, 'world': 1}"
fake,"{'in': 1, 'the': 4, 'last': 1, 'three': 1, 'year': 1, 'alon': 1, '<number>': 1, 'time': 1, 'suprem': 1, 'court': 1, 'unanim': 1, '<number><number>': 1, 'includ': 1, 'all': 1, 'of': 1, 'presid': 2, 'liber': 1, 'pick': 1, 'have': 1, 'struck': 1, 'down': 1, 'execut': 1, 'order': 1}"
reliable,"{'in': 1, 'libya': 1, 'america': 1, 'spent': 1, '<cur><number>': 1, 'billion': 1, 'total': 1, 'and': 1, 'didnt': 1, 'lose': 1, 'a': 1, 'singl': 1, 'life': 1}"
fake,"{'<number>': 1, 'percent': 1, 'of': 1, 'the': 1, 'time': 1, 'smart': 1, 'gun': 1, 'wont': 1, 'work': 1}"
reliable,"{'if': 1, 'you': 1, 'look': 1, 'at': 1, 'the': 1, 'incom': 1, 'of': 1, 'averag': 1, 'americanstheyr': 1, 'absolut': 1, 'flat': 1, 'in': 1, 'constant': 1, 'dollar': 1, 'sinc': 1, '<number>': 1}"
reliable,"{'the': 3, 'rhode': 1, 'island': 1, 'parol': 2, 'board': 1, 'never': 1, 'receiv': 1, 'an': 1, 'object': 1, 'from': 1, 'attorney': 1, 'gener': 1, 'to': 1, 'of': 1, 'convict': 1, 'murder': 1, 'alfr': 1, 'brissett': 1}"
reliable,"{'it': 1, 'highli': 1, 'unusu': 1, 'to': 1, 'have': 1, 'a': 2, 'suprem': 1, 'court': 1, 'confirm': 1, 'in': 1, 'presidenti': 1, 'elect': 1, 'year': 1, 'the': 1, 'last': 1, 'one': 1, 'wa': 1, '<number>': 1}"
reliable,"{'guantanamo': 1, 'ha': 1, 'never': 1, 'been': 1, 'a': 1, 'key': 1, 'compon': 1, 'of': 1, 'isi': 1, 'or': 1, 'alqaida': 1, 'propaganda': 1}"
fake,"{'rep': 1, 'adam': 1, 'putnam': 1, 'wa': 1, 'silent': 1, 'when': 1, 'rush': 1, 'limbaugh': 1, 'call': 1, 'sonia': 1, 'sotomayor': 1, 'a': 1, 'racist': 1}"
fake,"{'georg': 1, 'allen': 1, 'flat': 2, 'tax': 2, 'plan': 2, 'would': 1, 'actual': 1, 'shrink': 1, 'revenu': 1, 'further': 1, 'thanth': 1, 'perri': 1}"
reliable,"{'right': 1, 'now': 1, 'texa': 1, 'doesnt': 1, 'have': 1, 'an': 1, 'incom': 2, 'tax': 3, 'and': 2, 'oklahoma': 1, 'lower': 1, 'their': 2, 'rate': 1, 'guess': 1, 'what': 1, 'sever': 1, 'is': 1, 'sky': 1, 'high': 1}"
reliable,"{'sarah': 1, 'palin': 1, 'ha': 1, 'had': 1, '<number>': 1, 'year': 1, 'of': 1, 'elect': 1, 'offic': 1, 'experi': 1}"
reliable,"{'dep': 1, 'ha': 1, '<number>': 1, 'employe': 1, 'the': 2, 'lowest': 1, 'level': 1, 'sinc': 1, 'mid00': 1}"
reliable,"{'there': 1, 'are': 1, 'ten': 1, 'of': 2, 'thousand': 1, 'home': 1, 'right': 1, 'here': 1, 'in': 1, 'california': 1, 'where': 1, 'you': 2, 'turn': 1, 'on': 1, 'the': 2, 'faucet': 1, 'but': 1, 'cant': 1, 'drink': 1, 'water': 1}"
reliable,"{'the': 1, 'largest': 1, 'number': 1, 'of': 2, 'bankruptci': 1, 'in': 1, 'our': 1, 'countri': 1, 'are': 1, 'realli': 1, 'as': 1, 'a': 1, 'result': 1, 'health': 1, 'care': 1}"
reliable,"{'marco': 1, 'rubio': 1, 'ha': 1, 'the': 2, 'no': 1, '0absente': 1, 'record': 1, 'in': 1, 'unit': 1, 'state': 1, 'senat': 1}"
fake,"{'if': 1, 'your': 2, 'plan': 1, 'is': 1, 'the': 1, 'result': 1, 'of': 1, 'collect': 1, 'bargain': 1, 'no': 1, 'subsequ': 1, 'chang': 2, 'by': 1, 'anybodi': 1, 'insur': 1, 'compani': 1, 'obamacar': 1, 'can': 1, 'forc': 1, 'grandfath': 1, 'polici': 1, 'to': 1}"
fake,"{'oregon': 1, 'ha': 1, 'the': 2, 'sixth': 1, 'highest': 1, 'combin': 1, 'death': 1, 'tax': 1, 'rate': 1, 'in': 1, 'countri': 1}"
fake,"{'the': 2, 'man': 1, 'who': 2, 'kill': 1, 'a': 3, 'motorist': 1, 'fatal': 1, 'struck': 1, '<number>yearold': 1, 'wa': 1, 'back': 1, 'on': 1, 'street': 1, 'becaus': 1, 'he': 1, 'had': 1, 'receiv': 1, '<number>year': 1, 'sentenc': 1, 'for': 1, 'bank': 1, 'robberi': 1, 'but': 1, 'onli': 1, 'serv': 1, 'two': 1, 'year': 1}"
reliable,"{'when': 1, 'i': 1, 'left': 1, 'offic': 1, 'there': 1, 'wa': 1, 'a': 2, '<cur><number>million': 2, 'surplu': 1, 'in': 2, 'provid': 1, 'but': 1, '<number>': 1, 'the': 1, 'citi': 1, 'had': 1, 'deficit': 1}"
reliable,"{'more': 1, 'hispan': 1, 'have': 1, 'fallen': 1, 'into': 1, 'poverti': 1, 'under': 1, 'obama': 1}"
reliable,"{'thi': 1, 'year': 2, 'the': 2, 'feder': 1, 'govern': 1, 'will': 1, 'have': 1, 'more': 1, 'revenu': 1, 'than': 1, 'ani': 1, 'in': 1, 'histori': 1, 'of': 1, 'our': 1, 'countri': 1}"
reliable,"{'ani': 1, 'governmentrun': 1, 'public': 1, 'plan': 1, 'creat': 1, 'an': 1, 'entitl': 1, 'that': 1, 'will': 1, 'cost': 1, 'anoth': 1, '<cur><number>': 1, 'trillion': 1, 'over': 1, 'the': 1, 'next': 1, '<number>': 1, 'year': 1}"
reliable,"{'if': 1, 'you': 1, 'count': 1, 'unit': 1, 'state': 1, 'airstrik': 1, 'against': 1, 'isi': 1, '<number>': 1, 'percent': 1, 'of': 1, 'those': 1, 'combat': 1, 'mission': 1, 'return': 1, 'to': 1, 'base': 1, 'without': 1, 'have': 1, 'fire': 1, 'a': 1, 'weapon': 1}"
fake,"{'say': 1, 'presid': 1, 'barack': 1, 'obama': 1, 'is': 1, 'not': 1, 'pay': 1, 'women': 1, 'equal': 1, 'by': 1, 'hi': 2, 'own': 2, 'measur': 1, 'in': 1, 'white': 1, 'hous': 1}"
fake,"{'say': 1, 'that': 1, 'as': 1, 'a': 1, 'us': 1, 'senat': 1, 'scott': 1, 'brown': 1, 'deliv': 1, 'for': 1, 'wall': 1, 'street': 1, 'save': 1, 'big': 1, 'bank': 1, '<cur><number>': 1, 'billion': 1, 'in': 1, 'tax': 1}"
reliable,"{'the': 2, 'fact': 1, 'is': 1, 'over': 1, '<number>': 2, 'million': 1, 'job': 1, 'have': 1, 'been': 1, 'lost': 1, 'sinc': 1, 'stimulu': 1, 'bill': 1, 'wa': 1, 'sign': 1, 'into': 1, 'law': 1, 'in': 1, 'februari': 1, 'of': 1}"
reliable,"{'the': 1, 'rate': 1, 'in': 2, 'which': 1, 'peopl': 1, 'are': 1, 'work': 1, 'wisconsin': 1, 'is': 2, 'almost': 1, 'five': 1, 'point': 1, 'higher': 1, 'than': 1, 'it': 1, 'nation': 1}"
fake,"{'if': 1, 'africanamerican': 1, 'vote': 1, 'their': 1, 'percentag': 1, 'of': 1, 'the': 1, 'popul': 1, 'in': 1, '<number>': 1, 'mississippi': 1, 'is': 1, 'suddenli': 1, 'a': 1, 'democrat': 1, 'state': 1}"
fake,"{'hillari': 1, 'clinton': 1, 'surg': 1, 'the': 1, 'trade': 1, 'deficit': 1, 'with': 1, 'china': 1, '<number>': 1, 'as': 1, 'secretari': 1, 'of': 2, 'state': 1, 'cost': 1, 'american': 1, 'million': 1, 'job': 1}"
fake,"{'say': 1, 'ann': 1, 'kuster': 1, 'said': 1, 'the': 2, 'debat': 1, 'over': 1, 'america': 1, 'debt': 1, 'limit': 1, 'is': 1, 'not': 1, 'an': 1, 'import': 1, 'issu': 1, 'of': 1, 'day': 1}"
reliable,"{'on': 1, 'whether': 1, 'to': 1, 'elimin': 1, 'the': 1, 'state': 1, 'incom': 1, 'tax': 1}"
reliable,"{'isissend': 1, 'out': 1, '<number>': 1, 'social': 1, 'mediamessag': 1, 'a': 1, 'day': 1}"
fake,"{'unemploy': 1, 'and': 2, 'the': 1, 'hous': 1, 'auto': 1, 'industri': 1, 'crise': 1, 'can': 1, 'be': 1, 'fix': 1, 'by': 1, 'give': 1, 'a': 1, 'million': 1, 'dollar': 1, 'to': 2, 'everi': 1, 'worker': 1, 'over': 1, 'age': 1, '<number>': 1, 'retir': 1}"
reliable,"{'north': 1, 'koreaha': 1, 'over': 1, 'twodozennuclear': 1, 'warhead': 1}"
fake,"{'the': 1, 'feder': 1, 'govern': 1, 'right': 1, 'now': 1, 'doe': 1, 'not': 1, 'deport': 1, 'crimin': 1}"
reliable,"{'on': 1, 'presid': 1, 'barack': 1, 'obama': 1, 'stimulu': 1}"
reliable,"{'emerg': 1, 'room': 1, 'account': 1, 'for': 1, '<number>': 1, 'percent': 1, 'of': 1, 'all': 1, 'health': 1, 'care': 1, 'spend': 1}"
reliable,"{'say': 1, 'hillari': 1, 'clinton': 1, 'said': 2, 'all': 1, 'workrel': 1, 'email': 1, 'were': 1, 'sent': 1, 'back': 1, 'to': 1, 'the': 2, 'state': 1, 'depart': 1, 'fbi': 1, 'director': 1, 'that': 1, 'not': 1, 'true': 1}"
reliable,"{'say': 1, 'mitt': 1, 'romney': 1, 'said': 1, 'he': 1, 'doe': 1, 'not': 1, 'line': 1, 'up': 1, 'with': 1, 'the': 1, 'nra': 1}"
fake,"{'say': 1, 'patrick': 1, 'murphi': 1, 'is': 1, 'tri': 1, 'to': 1, 'hide': 1, 'hi': 1, 'drunken': 1, 'assault': 1, 'of': 1, 'a': 1, 'polic': 1, 'offic': 1}"
fake,"{'we': 2, 'had': 1, 'a': 1, 'bill': 1, 'in': 2, 'florida': 1, 'where': 1, 'now': 1, 'are': 1, 'prohibit': 1, 'doctor': 1, 'to': 3, 'talk': 2, 'particularli': 1, 'pediatrician': 1, 'their': 1, 'patient': 1, 'about': 1, 'gun': 1, 'safeti': 1, 'the': 1, 'home': 1}"
